[1/100] - ptime: 18.52 loss_d: 1.364, loss_g: 0.622
[1/100] - ptime: 18.33 loss_d: 1.363, loss_g: 0.618
[1/100] - ptime: 18.49 loss_d: 1.332, loss_g: 0.636
Word: agnew     	Gen. IPA: znfhɪjovə 	Real IPA: æɡnju
Word: maxy      	Gen. IPA: ɔθdje wwɪ 	Real IPA: mæksi
Word: mcglothin 	Gen. IPA: ʒŋɪvŋʒfɪw 	Real IPA: məɡɫɑθən
Word: merten    	Gen. IPA: ʊɔæʒəds ɪ 	Real IPA: mɝtən
Word: mild      	Gen. IPA: ɛɛsŋtdʒɡd 	Real IPA: maɪɫd
Word: montanans 	Gen. IPA: wəvɔvhʒŋs 	Real IPA: mɑntænənz
Word: mourner   	Gen. IPA: ŋesjɔhɹjɪ 	Real IPA: mɔɹnɝ
Word: naylor    	Gen. IPA: sʊfɑdswzj 	Real IPA: neɪɫɝ
Word: nexis     	Gen. IPA: oɛdsθhʒtɔ 	Real IPA: nɛksɪs
Word: ocanas    	Gen. IPA: wmŋɡɛodms 	Real IPA: oʊkænəz
Word: okinawa   	Gen. IPA: ævfʒeɹvef 	Real IPA: oʊkɪnɑwə
Word: overkill  	Gen. IPA: sɔtɛɔɛ sn 	Real IPA: oʊvɝkɪɫ
Word: panties   	Gen. IPA: ʒɹfɛætəw  	Real IPA: pæntiz
Word: pennings  	Gen. IPA: ɪɪwzvjdθn 	Real IPA: pɛnɪŋz
Word: pettinger 	Gen. IPA: moɔfhesoʒ 	Real IPA: pɛtɪŋɝ
Word: plock     	Gen. IPA: thɡtnoʒoʒ 	Real IPA: pɫɑk
Word: pontiff   	Gen. IPA: ɡdwjnɔɑmɔ 	Real IPA: pɑntɪf
Word: prody     	Gen. IPA: eætθʊŋoəθ 	Real IPA: poʊdi
Word: pythons   	Gen. IPA: θtb nnθ ʒ 	Real IPA: paɪθɑnz
Word: ravinous  	Gen. IPA: jʊʒæehɹfɪ 	Real IPA: ɹeɪvɪnɪs
Word: redfern   	Gen. IPA: mwvɛɛhfɪɔ 	Real IPA: ɹɛdfɝn
Word: resisted  	Gen. IPA: fsɪʊsʒnɹt 	Real IPA: ɹɪzɪstɪd
Word: richart   	Gen. IPA: fdhsvf mɔ 	Real IPA: ɹɪkhɑɹt
Word: rosenbalm 	Gen. IPA: fŋɡhwvfmɡ 	Real IPA: ɹoʊzənbɑm
Word: ruman     	Gen. IPA: ɹwjɡonmjm 	Real IPA: ɹumən
Word: satires   	Gen. IPA: ɛɑwswʒjɪθ 	Real IPA: sætaɪɝz
Word: schlepp   	Gen. IPA: θmɔɑvəæe  	Real IPA: ʃɫɛp
Word: seide     	Gen. IPA: bŋfɔeʒszɪ 	Real IPA: saɪd
Word: sevey     	Gen. IPA: ʒθozswsdv 	Real IPA: sɪveɪ
Word: sicilian  	Gen. IPA: fɑnæt ɔth 	Real IPA: sɪsɪɫiən
Word: sison     	Gen. IPA: dæwɪjdmʊɛ 	Real IPA: sɪsən
Word: sokol     	Gen. IPA: wæɹʒɡvɛɔf 	Real IPA: soʊkəɫ
Word: spaugh    	Gen. IPA: nənɔɡɑemf 	Real IPA: spɔ
Word: staunton  	Gen. IPA: ɪz ɛæfdeæ 	Real IPA: stɔntən
Word: stocum    	Gen. IPA: həwæzeənh 	Real IPA: stoʊkəm
Word: surles    	Gen. IPA: wfjeevɔɔm 	Real IPA: sɔɹəɫz
Word: tesler    	Gen. IPA: ɪoɪhmhnɡæ 	Real IPA: tɛsəɫɝ
Word: thriller  	Gen. IPA: ndbfɔwtɛe 	Real IPA: θɹɪɫɝ
Word: tracor    	Gen. IPA: æzfmzɔoɑd 	Real IPA: tɹɛkɝ
Word: tropworld 	Gen. IPA: ɑəɹjæmθɡŋ 	Real IPA: tɹɑpwɝɫd
Word: unhinged  	Gen. IPA: oɡdwzæ tɑ 	Real IPA: ənhɪndʒd
Word: utters    	Gen. IPA: ɹss əsɪmɛ 	Real IPA: ətɝz
Word: views     	Gen. IPA: ɛfhbŋt ʊt 	Real IPA: vjuz
Word: voshell   	Gen. IPA: ʊænʒæjɔɡɹ 	Real IPA: vɑʃəɫ
Word: weisfeld  	Gen. IPA: dtŋteɡʊʊə 	Real IPA: waɪsfɛɫd
Word: whining   	Gen. IPA: hhvbwhŋɪθ 	Real IPA: waɪnɪŋ
Word: wogoman   	Gen. IPA: jedseʊmæw 	Real IPA: woʊɡoʊmən
Word: wyly      	Gen. IPA: jnjɪʊsbwm 	Real IPA: waɪɫi
Word: zirk      	Gen. IPA: ɪjmɑɪɛbθŋ 	Real IPA: zɝk
[86/100] - ptime: 17.67 loss_d: 0.492, loss_g: 5.241
Word: agnew     	Gen. IPA: zjfhɪjovθ 	Real IPA: æɡnju
Word: alfaro    	Gen. IPA: dwedʊɹæjʊ 	Real IPA: ɑɫfɑɹoʊ
Word: announced 	Gen. IPA: ɡtɑdʒɹt ʒ 	Real IPA: ənaʊnst
Word: areas     	Gen. IPA: jəzjdʊbfv 	Real IPA: ɛɹiəz
Word: authier   	Gen. IPA: ɔvŋo wsəə 	Real IPA: ɔθiɝ
Word: badges    	Gen. IPA: θɪəhɪvdnh 	Real IPA: bædʒɪz
Word: begelman  	Gen. IPA: hhəʒɔmnmn 	Real IPA: beɪɡəɫmən
Word: biggs     	Gen. IPA: æŋəjvəɑdʊ 	Real IPA: bɪɡz
Word: blattner  	Gen. IPA: w ɑæo bŋɑ 	Real IPA: bɫætnɝ
Word: bos       	Gen. IPA: ænədmsnθw 	Real IPA: bɑs
Word: branch    	Gen. IPA: ɡŋɛ ʒɡævv 	Real IPA: bɹæntʃ
Word: budgets   	Gen. IPA: zeejjɡmfθ 	Real IPA: bədʒɪts
Word: burtons   	Gen. IPA: hof ɔθɪɹʒ 	Real IPA: bɝtənz
Word: caraveras 	Gen. IPA: sfɔstʊsɹw 	Real IPA: kɑɹəvɛɹəz
Word: castillon 	Gen. IPA: tʒɡmhmɑɪn 	Real IPA: kæstɪɫɑn
Word: cherts    	Gen. IPA: ɹdɑəɹsmov 	Real IPA: tʃɝts
Word: citrano   	Gen. IPA: wjɡjoʊoʊf 	Real IPA: tʃitɹɑnoʊ
Word: combes    	Gen. IPA: mɹʊ mʊonɔ 	Real IPA: koʊmz
Word: contest   	Gen. IPA: emntɡvɹnj 	Real IPA: kəntɛst
Word: cresap    	Gen. IPA:  θvjvɛʒvŋ 	Real IPA: kɹɛsəp
Word: cupit     	Gen. IPA: ɹsɑ əθ dz 	Real IPA: kjupɪt
Word: deblock   	Gen. IPA: f sæ zmtθ 	Real IPA: dɛbɫək
Word: dicicco   	Gen. IPA: dsɡwʊmɪɹɔ 	Real IPA: dɪsɪkoʊ
Word: discussed 	Gen. IPA: bʊzmnɪʒɔs 	Real IPA: dɪskəst
Word: drechsel  	Gen. IPA: ɹeθfssɪhz 	Real IPA: dɹɛksəɫ
Word: elating   	Gen. IPA:  vɛʒtθwzd 	Real IPA: ɪɫeɪtɪŋ
Word: enabling  	Gen. IPA: dʒʊtejɛθæ 	Real IPA: ɛneɪbəɫɪŋ
Word: evermore  	Gen. IPA: zfszətɔ ɛ 	Real IPA: ɛvɝmɔɹ
Word: faison    	Gen. IPA: tovwzbzəθ 	Real IPA: feɪzən
Word: fifield   	Gen. IPA: dnvŋɡtezo 	Real IPA: fɪfiɫd
Word: flared    	Gen. IPA: ddfɑɡɡɹzɪ 	Real IPA: fɫɛɹd
Word: freaks    	Gen. IPA: ɪæɔtæsjzɪ 	Real IPA: fɹiks
Word: functions 	Gen. IPA: ɹzvbeθæeb 	Real IPA: fəŋkʃənz
Word: gehret    	Gen. IPA: zfŋɡobsŋɛ 	Real IPA: ɡɛɹɪt
Word: gilberg   	Gen. IPA: tŋæmm fʊɑ 	Real IPA: ɡɪɫbɝɡ
Word: gosnell   	Gen. IPA: jsoʒʒʒʊsɡ 	Real IPA: ɡɑsnəɫ
Word: greever   	Gen. IPA: ɛfdfzɔɹ ɹ 	Real IPA: ɡɹivɝ
Word: handlers  	Gen. IPA: jnzjɛɔæʊt 	Real IPA: hændəɫɝz
Word: homonym   	Gen. IPA: θzθɔɡfvmʒ 	Real IPA: hɔmənɪm
Word: howry     	Gen. IPA:  ʒsɛvsɹɑb 	Real IPA: haʊɹi
Word: impassion 	Gen. IPA: ɛʊɡæmoŋɑ  	Real IPA: ɪmpæʃən
Word: insilco   	Gen. IPA: ɔdʊssʊɪ ɡ 	Real IPA: ɪnsɪɫkoʊ
Word: jeanniot  	Gen. IPA: z ɛwɹbææd 	Real IPA: dʒiniət
Word: jugglers  	Gen. IPA: v ɛɹndhʊz 	Real IPA: dʒəɡəɫɝz
Word: kerman    	Gen. IPA: vəɛetbɡɑæ 	Real IPA: kɝmən
Word: kipling   	Gen. IPA: ɛnɹmwoooɔ 	Real IPA: kɪpɫɪŋ
Word: kral      	Gen. IPA: dɹbtɛjoɑb 	Real IPA: kɹæɫ
Word: kyodo     	Gen. IPA: zvθeɔæɪɡʊ 	Real IPA: kjoʊdoʊ
Word: laury     	Gen. IPA: ɛzwmbwθʊɪ 	Real IPA: ɫɔɹi
Word: lein      	Gen. IPA: jɔtɡmɹoɑʒ 	Real IPA: ɫin
Word: loong     	Gen. IPA:  sθhfɡɛhŋ 	Real IPA: ɫʊŋ
Word: mangling  	Gen. IPA: ɔæɹʒzwdzn 	Real IPA: mæŋɡɫɪŋ
Word: maxy      	Gen. IPA: ɔθdje wwɪ 	Real IPA: mæksi
Word: mcglothin 	Gen. IPA: ʒŋɪvŋʒfɪw 	Real IPA: məɡɫɑθən
Word: merten    	Gen. IPA: ʊɔæʒədt ɪ 	Real IPA: mɝtən
Word: mild      	Gen. IPA: ɛɛsŋtdʒɡd 	Real IPA: maɪɫd
Word: montanans 	Gen. IPA: wəvɔvhʒŋs 	Real IPA: mɑntænənz
Word: mourner   	Gen. IPA: ŋesjɔhɹjɪ 	Real IPA: mɔɹnɝ
Word: naylor    	Gen. IPA: sʊfɑdswzj 	Real IPA: neɪɫɝ
Word: nexis     	Gen. IPA: oɛdsθhʒtɔ 	Real IPA: nɛksɪs
Word: ocanas    	Gen. IPA: wmŋɡɛodms 	Real IPA: oʊkænəz
Word: okinawa   	Gen. IPA: ævfʒeɹvef 	Real IPA: oʊkɪnɑwə
Word: overkill  	Gen. IPA: sɔtɛɔɛ sn 	Real IPA: oʊvɝkɪɫ
Word: panties   	Gen. IPA: ʒɹfɛætəw  	Real IPA: pæntiz
Word: pennings  	Gen. IPA: ɪɪwzvjdθn 	Real IPA: pɛnɪŋz
Word: pettinger 	Gen. IPA: moɔfhesoʒ 	Real IPA: pɛtɪŋɝ
Word: plock     	Gen. IPA: thɡtnoʒoʒ 	Real IPA: pɫɑk
Word: pontiff   	Gen. IPA: ɡdwjnɔɑmɔ 	Real IPA: pɑntɪf
Word: prody     	Gen. IPA: eætθʊŋoəθ 	Real IPA: poʊdi
Word: pythons   	Gen. IPA: θtb nnθ ʒ 	Real IPA: paɪθɑnz
Word: ravinous  	Gen. IPA: jʊʒæehɹfɪ 	Real IPA: ɹeɪvɪnɪs
Word: redfern   	Gen. IPA: mwvɛɛhfɪɔ 	Real IPA: ɹɛdfɝn
Word: resisted  	Gen. IPA: fsɪʊsʒnɹt 	Real IPA: ɹɪzɪstɪd
Word: richart   	Gen. IPA: fdhsvf mɔ 	Real IPA: ɹɪkhɑɹt
Word: rosenbalm 	Gen. IPA: fŋɡhwvfmɡ 	Real IPA: ɹoʊzənbɑm
Word: ruman     	Gen. IPA: ɹwjɡonmjm 	Real IPA: ɹumən
Word: satires   	Gen. IPA: ɛɑwswʒjɪθ 	Real IPA: sætaɪɝz
Word: schlepp   	Gen. IPA: θmɔɑvəæe  	Real IPA: ʃɫɛp
Word: seide     	Gen. IPA: bŋfɔeʒszɪ 	Real IPA: saɪd
Word: sevey     	Gen. IPA: ʒθozswsdv 	Real IPA: sɪveɪ
Word: sicilian  	Gen. IPA: fɑnæt ɔth 	Real IPA: sɪsɪɫiən
Word: sison     	Gen. IPA: dæwɪjdmʊɛ 	Real IPA: sɪsən
Word: sokol     	Gen. IPA: wəɹʒɡvɛɔf 	Real IPA: soʊkəɫ
Word: spaugh    	Gen. IPA: nəneɡɑemf 	Real IPA: spɔ
Word: staunton  	Gen. IPA: ɪz ɛæfdeæ 	Real IPA: stɔntən
Word: stocum    	Gen. IPA: həwæzeənh 	Real IPA: stoʊkəm
Word: surles    	Gen. IPA: wfjeevɔɔm 	Real IPA: sɔɹəɫz
Word: tesler    	Gen. IPA: ɪoɪhmhnɡæ 	Real IPA: tɛsəɫɝ
Word: thriller  	Gen. IPA: ndbfɔwtɛe 	Real IPA: θɹɪɫɝ
Word: tracor    	Gen. IPA: æzfmzɔoɑd 	Real IPA: tɹɛkɝ
Word: tropworld 	Gen. IPA: ɑəɹjæmθɡŋ 	Real IPA: tɹɑpwɝɫd
Word: unhinged  	Gen. IPA: oɡdwzæ tɑ 	Real IPA: ənhɪndʒd
Word: utters    	Gen. IPA: ɹss əsɪmɛ 	Real IPA: ətɝz
Word: views     	Gen. IPA: ɛfhbŋt ʊt 	Real IPA: vjuz
Word: voshell   	Gen. IPA: ʊænʒæjɔɡɹ 	Real IPA: vɑʃəɫ
Word: weisfeld  	Gen. IPA: dtŋteɡʊʊə 	Real IPA: waɪsfɛɫd
Word: whining   	Gen. IPA: hhvbwhŋɪθ 	Real IPA: waɪnɪŋ
Word: wogoman   	Gen. IPA: jedseʊmæw 	Real IPA: woʊɡoʊmən
Word: wyly      	Gen. IPA: jnjɪʊsbwm 	Real IPA: waɪɫi
Word: zirk      	Gen. IPA: ɪjmɑɪɛbθŋ 	Real IPA: zɝk
[87/100] - ptime: 17.65 loss_d: 1.687, loss_g: 11.525
Word: agnew     	Gen. IPA: zjfhɪjovθ 	Real IPA: æɡnju
Word: alfaro    	Gen. IPA: dwedʊɹæjʊ 	Real IPA: ɑɫfɑɹoʊ
Word: announced 	Gen. IPA: ɡtɑdʒɹt ʒ 	Real IPA: ənaʊnst
Word: areas     	Gen. IPA: jəzjdʊbfv 	Real IPA: ɛɹiəz
Word: authier   	Gen. IPA: ɔvŋo wsəə 	Real IPA: ɔθiɝ
Word: badges    	Gen. IPA: θɪəhɪvdnh 	Real IPA: bædʒɪz
Word: begelman  	Gen. IPA: hhəʒɔmnmn 	Real IPA: beɪɡəɫmən
Word: biggs     	Gen. IPA: æŋəjvəɑdʊ 	Real IPA: bɪɡz
Word: blattner  	Gen. IPA: w ɑæo bŋɑ 	Real IPA: bɫætnɝ
Word: bos       	Gen. IPA: ænədmsnθw 	Real IPA: bɑs
Word: branch    	Gen. IPA: ɡŋɛ ʒɡævv 	Real IPA: bɹæntʃ
Word: budgets   	Gen. IPA: zeejjɡmfθ 	Real IPA: bədʒɪts
Word: burtons   	Gen. IPA: hof ɔθɪɹʒ 	Real IPA: bɝtənz
Word: caraveras 	Gen. IPA: sfɔstʊsɹw 	Real IPA: kɑɹəvɛɹəz
Word: castillon 	Gen. IPA: tʒɡmhmɑɪn 	Real IPA: kæstɪɫɑn
Word: cherts    	Gen. IPA: ɹdɑəɹsmov 	Real IPA: tʃɝts
Word: citrano   	Gen. IPA: wjɡjoʊoʊf 	Real IPA: tʃitɹɑnoʊ
Word: combes    	Gen. IPA: mɹʊ mʊonɔ 	Real IPA: koʊmz
Word: contest   	Gen. IPA: emntɡvɹnj 	Real IPA: kəntɛst
Word: cresap    	Gen. IPA:  θvjvɛʒvŋ 	Real IPA: kɹɛsəp
Word: cupit     	Gen. IPA: ɹsɑ əθ dz 	Real IPA: kjupɪt
Word: deblock   	Gen. IPA: f sæ zmtθ 	Real IPA: dɛbɫək
Word: dicicco   	Gen. IPA: dsɡwʊmɪɹɔ 	Real IPA: dɪsɪkoʊ
Word: discussed 	Gen. IPA: wʊzmnɪʒɔs 	Real IPA: dɪskəst
Word: drechsel  	Gen. IPA: ɹeθfssɪhz 	Real IPA: dɹɛksəɫ
Word: elating   	Gen. IPA:  vɛʒtdwzd 	Real IPA: ɪɫeɪtɪŋ
Word: enabling  	Gen. IPA: dʒʊtejɛθæ 	Real IPA: ɛneɪbəɫɪŋ
Word: evermore  	Gen. IPA:  fszətɔ ɛ 	Real IPA: ɛvɝmɔɹ
Word: faison    	Gen. IPA: tovwzbzəθ 	Real IPA: feɪzən
Word: fifield   	Gen. IPA: dnvŋɡtezo 	Real IPA: fɪfiɫd
Word: flared    	Gen. IPA: ddfɑɡɡɹzɪ 	Real IPA: fɫɛɹd
Word: freaks    	Gen. IPA: ɪæɔtæsjzɪ 	Real IPA: fɹiks
Word: functions 	Gen. IPA: ɹzvbeθæeb 	Real IPA: fəŋkʃənz
Word: gehret    	Gen. IPA: zfŋɡobsŋɛ 	Real IPA: ɡɛɹɪt
Word: gilberg   	Gen. IPA: tŋæmm fʊɑ 	Real IPA: ɡɪɫbɝɡ
Word: gosnell   	Gen. IPA: jsoʒʒʒʊsɡ 	Real IPA: ɡɑsnəɫ
Word: greever   	Gen. IPA: ɛfdfzɔɹ ɹ 	Real IPA: ɡɹivɝ
Word: handlers  	Gen. IPA: jnzjɛɔæʊt 	Real IPA: hændəɫɝz
Word: homonym   	Gen. IPA: θzθɔɡfvmʒ 	Real IPA: hɔmənɪm
Word: howry     	Gen. IPA:  ʒsɛvsɹɑb 	Real IPA: haʊɹi
Word: impassion 	Gen. IPA: ɛʊɡæmoŋɑ  	Real IPA: ɪmpæʃən
Word: insilco   	Gen. IPA: ɔdʊssʊɪ ɡ 	Real IPA: ɪnsɪɫkoʊ
Word: jeanniot  	Gen. IPA: z ɛwɹbææd 	Real IPA: dʒiniət
Word: jugglers  	Gen. IPA: v ɛɹndhʊz 	Real IPA: dʒəɡəɫɝz
Word: kerman    	Gen. IPA: vəɛetbæɑæ 	Real IPA: kɝmən
Word: kipling   	Gen. IPA: ɛnɹmwoooɔ 	Real IPA: kɪpɫɪŋ
Word: kral      	Gen. IPA: dɹbtɛjoɑb 	Real IPA: kɹæɫ
Word: kyodo     	Gen. IPA: zvθeɔæɪɡʊ 	Real IPA: kjoʊdoʊ
Word: laury     	Gen. IPA: ɛzwmbwθʊɪ 	Real IPA: ɫɔɹi
Word: lein      	Gen. IPA: jɔtɡmɹoɑʒ 	Real IPA: ɫin
Word: loong     	Gen. IPA:  sθhfɡɛhŋ 	Real IPA: ɫʊŋ
Word: mangling  	Gen. IPA: ɔæɹʒnwdzn 	Real IPA: mæŋɡɫɪŋ
Word: maxy      	Gen. IPA: ɔθdje wwɪ 	Real IPA: mæksi
Word: mcglothin 	Gen. IPA: ʒŋɪvŋʒfɪw 	Real IPA: məɡɫɑθən
Word: merten    	Gen. IPA: ʊɔæʒəds ɪ 	Real IPA: mɝtən
Word: mild      	Gen. IPA: ɛɛsŋtdʒɡd 	Real IPA: maɪɫd
Word: montanans 	Gen. IPA: wəvɔvhʒŋs 	Real IPA: mɑntænənz
Word: mourner   	Gen. IPA: ŋesjɔhɹjɪ 	Real IPA: mɔɹnɝ
Word: naylor    	Gen. IPA: sʊfɑdswzj 	Real IPA: neɪɫɝ
Word: nexis     	Gen. IPA: oʒdsθhʒtɔ 	Real IPA: nɛksɪs
Word: ocanas    	Gen. IPA: wmŋɡɛodms 	Real IPA: oʊkænəz
Word: okinawa   	Gen. IPA: ævfʒeɹvef 	Real IPA: oʊkɪnɑwə
Word: overkill  	Gen. IPA: sɔtɛɔɛ sn 	Real IPA: oʊvɝkɪɫ
Word: panties   	Gen. IPA: ʒɹfɛætəw  	Real IPA: pæntiz
Word: pennings  	Gen. IPA: ɪɪwzvjdθn 	Real IPA: pɛnɪŋz
Word: pettinger 	Gen. IPA: moɔfhesoʒ 	Real IPA: pɛtɪŋɝ
Word: plock     	Gen. IPA: thɡtnoʒoʒ 	Real IPA: pɫɑk
Word: pontiff   	Gen. IPA: ɡdwjnɔɑmɔ 	Real IPA: pɑntɪf
Word: prody     	Gen. IPA: eætθʊŋoəθ 	Real IPA: poʊdi
Word: pythons   	Gen. IPA: θtb nnθ ʒ 	Real IPA: paɪθɑnz
Word: ravinous  	Gen. IPA: jʊʒæehɹfɪ 	Real IPA: ɹeɪvɪnɪs
Word: redfern   	Gen. IPA: mwvɛɛhfɪɔ 	Real IPA: ɹɛdfɝn
Word: resisted  	Gen. IPA: fsɪʊsʒnɹt 	Real IPA: ɹɪzɪstɪd
Word: richart   	Gen. IPA: fdhsvf mɔ 	Real IPA: ɹɪkhɑɹt
Word: rosenbalm 	Gen. IPA: fŋɡhwvfmɡ 	Real IPA: ɹoʊzənbɑm
Word: ruman     	Gen. IPA: ɹwjɡonmjm 	Real IPA: ɹumən
Word: satires   	Gen. IPA: ɛɑwswʒjɪθ 	Real IPA: sætaɪɝz
Word: schlepp   	Gen. IPA: θmɔɑvəæe  	Real IPA: ʃɫɛp
Word: seide     	Gen. IPA: bŋfɔeʒszɪ 	Real IPA: saɪd
Word: sevey     	Gen. IPA: ʒθozswsdv 	Real IPA: sɪveɪ
Word: sicilian  	Gen. IPA: fɑnæt ɔth 	Real IPA: sɪsɪɫiən
Word: sison     	Gen. IPA: dæwɪjdmʊɛ 	Real IPA: sɪsən
Word: sokol     	Gen. IPA: wəɹʒɡvɛɔf 	Real IPA: soʊkəɫ
Word: spaugh    	Gen. IPA: nənɔɡɑemf 	Real IPA: spɔ
Word: staunton  	Gen. IPA: ɪz ɛæfdew 	Real IPA: stɔntən
Word: stocum    	Gen. IPA: həwæzeənh 	Real IPA: stoʊkəm
Word: surles    	Gen. IPA: wfjeevɔɔm 	Real IPA: sɔɹəɫz
Word: tesler    	Gen. IPA: ɪoɪhmhnɡæ 	Real IPA: tɛsəɫɝ
Word: thriller  	Gen. IPA: ndbfɔwtɛe 	Real IPA: θɹɪɫɝ
Word: tracor    	Gen. IPA: æzfmzɔoɑd 	Real IPA: tɹɛkɝ
Word: tropworld 	Gen. IPA: ɑəɹjæmθɡs 	Real IPA: tɹɑpwɝɫd
Word: unhinged  	Gen. IPA: oɡdwzæ tɑ 	Real IPA: ənhɪndʒd
Word: utters    	Gen. IPA: ɹss əsɪmɛ 	Real IPA: ətɝz
Word: views     	Gen. IPA: ɛfhbŋt ʊt 	Real IPA: vjuz
Word: voshell   	Gen. IPA: ʊænʒæjɔɡɹ 	Real IPA: vɑʃəɫ
Word: weisfeld  	Gen. IPA: dtŋteɡʊʊə 	Real IPA: waɪsfɛɫd
Word: whining   	Gen. IPA: hhvbwhŋɪθ 	Real IPA: waɪnɪŋ
Word: wogoman   	Gen. IPA: jedseʊmæw 	Real IPA: woʊɡoʊmən
Word: wyly      	Gen. IPA: jnjɪʊsbwm 	Real IPA: waɪɫi
Word: zirk      	Gen. IPA: ɪjmɑɪɛbθŋ 	Real IPA: zɝk
[88/100] - ptime: 17.67 loss_d: 21.056, loss_g: 57.955
Word: agnew     	Gen. IPA: zjfhɪjovθ 	Real IPA: æɡnju
Word: alfaro    	Gen. IPA: dwedʊɹæjʊ 	Real IPA: ɑɫfɑɹoʊ
Word: announced 	Gen. IPA: ɡtɑdʒɹt ʒ 	Real IPA: ənaʊnst
Word: areas     	Gen. IPA: jəzjdʊbfv 	Real IPA: ɛɹiəz
Word: authier   	Gen. IPA: ɔvŋo wsəə 	Real IPA: ɔθiɝ
Word: badges    	Gen. IPA: θɪəhɪvdnh 	Real IPA: bædʒɪz
Word: begelman  	Gen. IPA: hhəʒɔmnmn 	Real IPA: beɪɡəɫmən
Word: biggs     	Gen. IPA: æŋəjvəɑdʊ 	Real IPA: bɪɡz
Word: blattner  	Gen. IPA: w ɑæo bŋɑ 	Real IPA: bɫætnɝ
Word: bos       	Gen. IPA: ænədmsnθw 	Real IPA: bɑs
Word: branch    	Gen. IPA: ɡŋɛ ʒɡævv 	Real IPA: bɹæntʃ
Word: budgets   	Gen. IPA: zeejjɡmfθ 	Real IPA: bədʒɪts
Word: burtons   	Gen. IPA: vof ɔvɪɹʒ 	Real IPA: bɝtənz
Word: caraveras 	Gen. IPA: sfɔstʊsɹw 	Real IPA: kɑɹəvɛɹəz
Word: castillon 	Gen. IPA: tʒɡmhmɑɪn 	Real IPA: kæstɪɫɑn
Word: cherts    	Gen. IPA: ɹdɑəɹsmov 	Real IPA: tʃɝts
Word: citrano   	Gen. IPA: wjɡjoʊoʊf 	Real IPA: tʃitɹɑnoʊ
Word: combes    	Gen. IPA: mɹʊ mʊonɔ 	Real IPA: koʊmz
Word: contest   	Gen. IPA: emntɡvɹnj 	Real IPA: kəntɛst
Word: cresap    	Gen. IPA:  θvjvɛʒvŋ 	Real IPA: kɹɛsəp
Word: cupit     	Gen. IPA: ɹsɑ əθ dz 	Real IPA: kjupɪt
Word: deblock   	Gen. IPA: f sæ zmtθ 	Real IPA: dɛbɫək
Word: dicicco   	Gen. IPA: dsɡwʊmɪ ɔ 	Real IPA: dɪsɪkoʊ
Word: discussed 	Gen. IPA: wʊzmnɪʒɔs 	Real IPA: dɪskəst
Word: drechsel  	Gen. IPA: ɹeθfssɪhz 	Real IPA: dɹɛksəɫ
Word: elating   	Gen. IPA:  vɛʒtdwzd 	Real IPA: ɪɫeɪtɪŋ
Word: enabling  	Gen. IPA: dʒʊtejɛθæ 	Real IPA: ɛneɪbəɫɪŋ
Word: evermore  	Gen. IPA:  fszətɔ ɛ 	Real IPA: ɛvɝmɔɹ
Word: faison    	Gen. IPA: tovwzbzəθ 	Real IPA: feɪzən
Word: fifield   	Gen. IPA: dnvŋɡtezo 	Real IPA: fɪfiɫd
Word: flared    	Gen. IPA: ddfɑɡɡɹzɪ 	Real IPA: fɫɛɹd
Word: freaks    	Gen. IPA: ɪæɔtæsjzɪ 	Real IPA: fɹiks
Word: functions 	Gen. IPA: ɹzvbeθθeb 	Real IPA: fəŋkʃənz
Word: gehret    	Gen. IPA: zfŋɡobsŋɛ 	Real IPA: ɡɛɹɪt
Word: gilberg   	Gen. IPA: tŋæmm fʊɑ 	Real IPA: ɡɪɫbɝɡ
Word: gosnell   	Gen. IPA: jsoʒʒʒʊsɡ 	Real IPA: ɡɑsnəɫ
Word: greever   	Gen. IPA: ɛfdfzɔv ɹ 	Real IPA: ɡɹivɝ
Word: handlers  	Gen. IPA: jnzjɛɔæʊt 	Real IPA: hændəɫɝz
Word: homonym   	Gen. IPA: θzθɔɡfvmʒ 	Real IPA: hɔmənɪm
Word: howry     	Gen. IPA:  ʒsɛvsɹɑb 	Real IPA: haʊɹi
Word: impassion 	Gen. IPA: ɛʊɡæmoŋɑ  	Real IPA: ɪmpæʃən
Word: insilco   	Gen. IPA: ɔdʊssʊɪ ɡ 	Real IPA: ɪnsɪɫkoʊ
Word: jeanniot  	Gen. IPA: z ɛwɹbæod 	Real IPA: dʒiniət
Word: jugglers  	Gen. IPA: v ɛɹndhʊz 	Real IPA: dʒəɡəɫɝz
Word: kerman    	Gen. IPA: vəɛetbæɑæ 	Real IPA: kɝmən
Word: kipling   	Gen. IPA: ɛnɹmwoooɔ 	Real IPA: kɪpɫɪŋ
Word: kral      	Gen. IPA: dɹbtɛjoɑb 	Real IPA: kɹæɫ
Word: kyodo     	Gen. IPA: zvθeɔæɪɡʊ 	Real IPA: kjoʊdoʊ
Word: laury     	Gen. IPA: ɛzwmbwθʊɪ 	Real IPA: ɫɔɹi
Word: lein      	Gen. IPA: jɔtɡmɹoɑʒ 	Real IPA: ɫin
Word: loong     	Gen. IPA:  sθhfɡɛhŋ 	Real IPA: ɫʊŋ
Word: mangling  	Gen. IPA: ɔæɹʒnwdzn 	Real IPA: mæŋɡɫɪŋ
Word: maxy      	Gen. IPA: ɔθdje wwɪ 	Real IPA: mæksi
Word: mcglothin 	Gen. IPA: jŋɪvŋʒfɪw 	Real IPA: məɡɫɑθən
